YDL246C	SOR2	chrIV:8683-9756
YDL105W	NSE4	chrIV:272389-273597
YDL141W	BPL1	chrIV:203039-205111
YDR400W	URH1	chrIV:1271063-1272085
YDR522C	SPS2	chrIV:1483795-1485303
YDL173W	PAR32	chrIV:148191-149078
YDR279W	RNH202	chrIV:1019368-1020420
YDR281C	PHM6	chrIV:1022007-1022321
YDR213W	UPC2	chrIV:889751-892492
YDR179W-A	NVJ3	chrIV:819433-820824
YDR330W	UBX5	chrIV:1127872-1129374
YDR106W	ARP10	chrIV:667004-667858
YDL178W	DLD2	chrIV:139522-141114
YDR484W	VPS52	chrIV:1422763-1424688
YDR308C	SRB7	chrIV:1078027-1078449
YDL192W	ARF1	chrIV:116321-116866
YDL202W	MRPL11	chrIV:98475-99224
YDR146C	SWI5	chrIV:748613-750742
YDR241W	BUD26	chrIV:945151-945438
YDL158C	YDL158C	chrIV:173866-174174
YDL185W	VMA1	chrIV:126787-130002
YDR251W	PAM1	chrIV:960614-963106
tL(UAA)D	tL(UAA)D	chrIV:519743-519826
YDR192C	NUP42	chrIV:843569-844861
YDR368W	YPR1	chrIV:1213904-1214842
YDR494W	RSM28	chrIV:1436930-1438015
YDR399W	HPT1	chrIV:1270068-1270733
YDR070C	FMP16	chrIV:588098-588379
YDR138W	HPR1	chrIV:730578-732836
YDR031W	MIX14	chrIV:503498-503863
YDR255C	RMD5	chrIV:966557-967822
YDL060W	TSR1	chrIV:341619-343985
YDR048C	YDR048C	chrIV:553084-553398
YDR067C	OCA6	chrIV:582791-583465
YDR126W	SWF1	chrIV:703234-704244
YDR315C	IPK1	chrIV:1092741-1093586
YDL126C	CDC48	chrIV:236157-238664
YDR262W	YDR262W	chrIV:993134-993952
tQ(UUG)D3	tQ(UUG)D3	chrIV:802731-802802
YDR345C	HXT3	chrIV:1162957-1164660
YDR079W	PET100	chrIV:603064-603399
YDR433W	YDR433W	chrIV:1329600-1330040
YDL144C	YDL144C	chrIV:198662-199732
YDR306C	YDR306C	chrIV:1073735-1075171
YDR292C	SRP101	chrIV:1043146-1045011
YDL009C	YDL009C	chrIV:432925-433248
YDR290W	YDR290W	chrIV:1039370-1039699
YDR282C	MRX10	chrIV:1023511-1024755
YDR170C	SEC7	chrIV:796193-802222
YDR174W	HMO1	chrIV:812110-812850
YDL218W	YDL218W	chrIV:66493-67446
YDL062W	YDL062W	chrIV:339857-340282
YDL048C	STP4	chrIV:366739-368211
YDR500C	RPL37B	chrIV:1450198-1450853
YDR112W	IRC2	chrIV:679544-679852
YDR538W	PAD1	chrIV:1510902-1511630
YDL011C	YDL011C	chrIV:432308-432631
YDR355C	YDR355C	chrIV:1186067-1186369
YDR301W	CFT1	chrIV:1063352-1067425
YDR412W	RRP17	chrIV:1294693-1295400
YDR530C	APA2	chrIV:1496791-1497768
YDR227W	SIR4	chrIV:917571-921647
YDR041W	RSM10	chrIV:539803-540414
YDR015C	YDR015C	chrIV:477960-478199
YDL008W	APC11	chrIV:433497-433994
YDR234W	LYS4	chrIV:931129-933210
YDR511W	SDH7	chrIV:1470017-1470418
YDR519W	FPR2	chrIV:1480425-1480832
YDL086C-A	YDL086C-A	chrIV:301655-302089
YDR250C	YDR250C	chrIV:960086-960361
YDR465C	RMT2	chrIV:1393336-1394574
YDL001W	RMD1	chrIV:447984-449276
YDR454C	GUK1	chrIV:1366264-1366827
YDR013W	PSF1	chrIV:473157-473783
YDR076W	RAD55	chrIV:598468-599688
YDL095W	PMT1	chrIV:287059-289512
YDL007C-A	YDL007C-A	chrIV:436567-436824
YDL130W	RPP1B	chrIV:229906-230527
YDR100W	TVP15	chrIV:655013-655444
YDR479C	PEX29	chrIV:1415210-1416874
tS(AGA)D1	tS(AGA)D1	chrIV:437772-437853
YDL117W	CYK3	chrIV:248581-251238
YDR140W	MTQ2	chrIV:734138-734803
YDR381W	YRA1	chrIV:1236558-1238004
tQ(UUG)D2	tQ(UUG)D2	chrIV:645153-645224
YDR327W	YDR327W	chrIV:1125302-1125628
YDR062W	LCB2	chrIV:576474-578159
YDR143C	SAN1	chrIV:742042-743874
YDL172C	YDL172C	chrIV:148607-149086
YDL053C	PBP4	chrIV:361699-362256
YDR223W	CRF1	chrIV:912099-913502
YDL037C	BSC1	chrIV:384601-385587
YDL167C	NRP1	chrIV:160995-163154
YDR246W-A	YDR246W-A	chrIV:955133-955333
YDR371C-A	YDR371C-A	chrIV:1219509-1219613
YDR517W	GRH1	chrIV:1477239-1478357
YDL226C	GCS1	chrIV:51115-52173
YDR467C	YDR467C	chrIV:1397583-1397909
YDL134C	PPH21	chrIV:219662-220771
YDR117C	TMA64	chrIV:683946-685643
YDR314C	RAD34	chrIV:1090433-1092511
YDR440W	DOT1	chrIV:1342493-1344241
YDR303C	RSC3	chrIV:1068729-1071386
YDL078C	MDH3	chrIV:315357-316388
YDL238C	GUD1	chrIV:28985-30454
YDR529C	QCR7	chrIV:1496165-1496548
YDR437W	GPI19	chrIV:1337352-1337774
snR47	snR47	chrIV:541602-541700
YDL196W	YDL196W	chrIV:106741-107070
YDR452W	PPN1	chrIV:1362878-1364902
YDR445C	YDR445C	chrIV:1352182-1352589
YDR347W	MRP1	chrIV:1169178-1170143
tQ(UUG)D1	tQ(UUG)D1	chrIV:520972-521043
YDR490C	PKH1	chrIV:1431968-1434268
YDR516C	EMI2	chrIV:1474974-1476476
YDR509W	YDR509W	chrIV:1468226-1468573
YDL193W	NUS1	chrIV:114672-115799
YDL137W	ARF2	chrIV:216529-217074
YDL118W	YDL118W	chrIV:247302-247682
YDR235W	PRP42	chrIV:933504-935138
YDR233C	RTN1	chrIV:929470-930357
YDR388W	RVS167	chrIV:1250186-1251634
YDR209C	YDR209C	chrIV:871036-871449
YDR049W	VMS1	chrIV:553254-555152
YDL194W	SNF3	chrIV:111580-114234
YDR021W	FAL1	chrIV:486804-488003
YDR353W	TRR1	chrIV:1183299-1184258
YDR051C	DET1	chrIV:557056-558060
YDR288W	NSE3	chrIV:1037195-1038106
YDR141C	DOP1	chrIV:734901-739997
YDR194C	MSS116	chrIV:845952-847946
YDR424C	DYN2	chrIV:1319387-1319841
YDR054C	CDC34	chrIV:561440-562327
YDR122W	KIN1	chrIV:694700-697894
YDR184C	ATC1	chrIV:830629-831513
YDR183C-A	YDR183C-A	chrIV:830397-830654
YDL240W	LRG1	chrIV:22823-25876
YDR056C	EMC10	chrIV:565023-565640
YDR541C	YDR541C	chrIV:1519664-1520698
YDL042C	SIR2	chrIV:376757-378445
YDR185C	UPS3	chrIV:831934-832473
YDR328C	SKP1	chrIV:1125434-1126018
YDR280W	RRP45	chrIV:1020747-1021664
tV(UAC)D	tV(UAC)D	chrIV:488797-488870
YDR098C	GRX3	chrIV:644178-644930
YDR005C	MAF1	chrIV:456836-458103
YDR423C	CAD1	chrIV:1318046-1319275
YDR017C	KCS1	chrIV:479115-482267
YDR419W	RAD30	chrIV:1303174-1305072
YDR444W	YDR444W	chrIV:1350290-1352353
YDR341C	YDR341C	chrIV:1151803-1153626
YDR154C	YDR154C	chrIV:768403-768753
YDR464W	SPP41	chrIV:1388872-1393179
YDR132C	YDR132C	chrIV:718816-720303
YDL210W	UGA4	chrIV:84270-85985
YDR395W	SXM1	chrIV:1263324-1266158
YDL222C	FMP45	chrIV:60872-61801
YDR372C	VPS74	chrIV:1221112-1222149
YDR325W	YCG1	chrIV:1117126-1120233
YDR216W	ADR1	chrIV:895035-899006
YDR082W	STN1	chrIV:610441-611925
YDL224C	WHI4	chrIV:54397-56346
YDR498C	SEC20	chrIV:1445843-1446994
YDR010C	YDR010C	chrIV:465051-465383
YDR006C	SOK1	chrIV:458542-461247
YDR182W	CDC1	chrIV:827582-829057
YDL102W	POL3	chrIV:276872-280165
YDL179W	PCL9	chrIV:138291-139205
YDL067C	COX9	chrIV:334217-334396
YDR030C	RAD28	chrIV:501753-503273
YDR020C	DAS2	chrIV:485746-486444
YDR527W	RBA50	chrIV:1491094-1492413
YDR333C	RQC1	chrIV:1133260-1135431
YDL093W	PMT5	chrIV:289909-292140
YDL043C	PRP11	chrIV:375680-376480
YDR139C	RUB1	chrIV:733618-733924
YDR322C-A	TIM11	chrIV:1112003-1112293
YDL130W-A	STF1	chrIV:229171-229431
YDR210W	YDR210W	chrIV:871074-871301
YDR260C	SWM1	chrIV:976717-977229
YDL017W	CDC7	chrIV:424209-425732
YDR073W	SNF11	chrIV:592439-592948
YDL069C	CBS1	chrIV:333121-333810
YDR455C	YDR455C	chrIV:1367373-1367681
YDR461W	MFA1	chrIV:1385176-1385286
YDR435C	PPM1	chrIV:1332983-1333969
YDL063C	SYO1	chrIV:338272-340134
YDR121W	DPB4	chrIV:693585-694175
YDR178W	SDH4	chrIV:817950-818495
YDL013W	SLX5	chrIV:429067-430926
YDR534C	FIT1	chrIV:1503314-1504900
YDR392W	SPT3	chrIV:1258696-1259709
YDR034C-A	YDR034C-A	chrIV:520516-520692
YDL132W	CDC53	chrIV:224304-226751
YDR535C	YDR535C	chrIV:1506606-1507362
YDR202C	RAV2	chrIV:856898-857953
YDL050C	YDL050C	chrIV:364446-364817
YDR524C-A	YDR524C-A	chrIV:1489871-1489990
YDL109C	YDL109C	chrIV:265258-267201
YDR211W	GCD6	chrIV:884727-886865
YDR110W	FOB1	chrIV:676102-677802
tG(CCC)D	SUF3	chrIV:1257008-1257079
YDR274C	YDR274C	chrIV:1011589-1011960
YDR167W	TAF10	chrIV:789449-790069
YDR156W	RPA14	chrIV:769525-769938
YDL223C	HBT1	chrIV:57265-60405
YDR075W	PPH3	chrIV:597156-598082
YDR039C	ENA2	chrIV:531307-534582
YDL088C	ASM4	chrIV:298417-300003
YDL129W	YDL129W	chrIV:231024-231899
YDL215C	GDH2	chrIV:70640-73918
YDR297W	SUR2	chrIV:1056551-1057600
YDR131C	YDR131C	chrIV:716790-718460
YDR230W	YDR230W	chrIV:926223-926570
YDR348C	PAL1	chrIV:1170326-1171825
YDL169C	UGX2	chrIV:158064-158735
YDR007W	TRP1	chrIV:461842-462516
YDL195W	SEC31	chrIV:107208-111029
YDR263C	DIN7	chrIV:994242-995534
YDR220C	YDR220C	chrIV:907000-907293
YDR429C	TIF35	chrIV:1324477-1325301
YDR119W-A	COX26	chrIV:691014-691214
YDR421W	ARO80	chrIV:1312040-1314892
YDL186W	YDL186W	chrIV:125616-126449
YDL198C	GGC1	chrIV:103649-104551
YDL120W	YFH1	chrIV:245923-246447
YDR379W	RGA2	chrIV:1230167-1233196
YDL029W	ARP2	chrIV:399340-400638
YDR205W	MSC2	chrIV:859346-861520
YDR094W	YDR094W	chrIV:635840-636175
YDR369C	XRS2	chrIV:1215016-1217580
YDR088C	SLU7	chrIV:618497-619645
YDR411C	DFM1	chrIV:1293369-1294394
YDR441C	APT2	chrIV:1344517-1345062
YDR446W	ECM11	chrIV:1353725-1354633
YDL183C	YDL183C	chrIV:130871-131833
YDR194W-A	YDR194W-A	chrIV:848071-848223
YDR114C	YDR114C	chrIV:681924-682226
YDR442W	YDR442W	chrIV:1345647-1346039
tK(CUU)D2	tK(CUU)D2	chrIV:1352466-1352538
YDL059C	RAD59	chrIV:344237-344953
YDR016C	DAD1	chrIV:478474-478758
YDR430C	CYM1	chrIV:1325501-1328470
YDR366C	YDR366C	chrIV:1212438-1212836
YDR374W-A	WIP1	chrIV:1224757-1225026
YDR293C	SSD1	chrIV:1045640-1049392
YDR459C	PFA5	chrIV:1382319-1383443
YDR022C	YDR022C	chrIV:488072-488662
YDR217C	RAD9	chrIV:899551-903480
YDR052C	DBF4	chrIV:558511-560625
YDL027C	MRX9	chrIV:403695-404957
YDR104C	SPO71	chrIV:661173-664910
YDL136W	RPL35B	chrIV:217600-218367
YDR248C	YDR248C	chrIV:957758-958339
YDR078C	SHU2	chrIV:602198-602869
YDR068W	DOS2	chrIV:583713-584645
YDL080C	THI3	chrIV:310642-312471
YDR461C-A	YDR461C-A	chrIV:1385524-1385766
YDR252W	BTT1	chrIV:963412-963861
YDL046W	NPC2	chrIV:371240-371761
YDR540C	IRC4	chrIV:1517136-1517675
YDR181C	SAS4	chrIV:825910-827355
YDL200C	MGT1	chrIV:100501-101067
YDR108W	TRS85	chrIV:671269-673365
YDR337W	MRPS28	chrIV:1146319-1147179
YDR356W	SPC110	chrIV:1186107-1188941
YDL235C	YPD1	chrIV:33415-33918
YDR320W-B	YDR320W-B	chrIV:1108484-1108621
YDL245C	HXT15	chrIV:11657-13360
YDR170W-A	YDR170W-A	chrIV:803195-804517
YDR210W-B	YDR210W-B	chrIV:872112-877425
YDR210C-D	YDR210C-D	chrIV:878659-883927
YDR316W-B	YDR316W-B	chrIV:1096064-1101332
YDR261C-D	YDR261C-D	chrIV:987534-992349
YDR210C-C	YDR210C-C	chrIV:882605-883927
YDR261C-C	YDR261C-C	chrIV:991027-992349
YDR261W-B	YDR261W-B	chrIV:981462-986775
YDR365W-A	YDR365W-A	chrIV:1206997-1208319
YDR316W-A	YDR316W-A	chrIV:1096064-1097386
YDR261W-A	YDR261W-A	chrIV:981462-982778
YDR365W-B	YDR365W-B	chrIV:1206997-1212265
YDR098C-B	YDR098C-B	chrIV:645858-651126
YDR098C-A	YDR098C-A	chrIV:649804-651126
YDR210W-A	YDR210W-A	chrIV:872112-873428
YDR034C-D	YDR034C-D	chrIV:514043-519356
YDR034C-C	YDR034C-C	chrIV:518040-519356
YOR185C	GSP2	chrXV:681444-682106
YOR237W	HES1	chrXV:781994-783298
YOL048C	RRT8	chrXV:240204-241310
tG(GCC)O1	tG(GCC)O1	chrXV:226611-226681
YOL144W	NOP8	chrXV:53098-54552
snR8	snR8	chrXV:832332-832521
YOR082C	YOR082C	chrXV:479296-479637
YOL072W	THP1	chrXV:194970-196337
YOR114W	YOR114W	chrXV:537570-538454
YOL085C	YOL085C	chrXV:161673-162014
YOR385W	YOR385W	chrXV:1065043-1065915
YOR214C	SPR2	chrXV:745593-746303
YOL119C	MCH4	chrXV:94856-96361
YOR019W	YOR019W	chrXV:368127-370319
YOR206W	NOC2	chrXV:727512-729644
YOR345C	YOR345C	chrXV:981812-982162
YOR341W	RPA190	chrXV:960987-965981
YOL088C	MPD2	chrXV:153912-154745
YOR392W	YOR392W	chrXV:1079282-1079725
YOR160W	MTR10	chrXV:633839-636757
YOR084W	LPX1	chrXV:480587-481750
YOR039W	CKB2	chrXV:405768-406544
YOR264W	DSE3	chrXV:818866-820158
YOR281C	PLP2	chrXV:846269-847129
tK(UUU)O	tK(UUU)O	chrXV:438643-438738
YOR230W	WTM1	chrXV:770800-772113
YOR144C	ELG1	chrXV:602717-605092
YOL081W	IRA2	chrXV:171070-180309
YOL052C	SPE2	chrXV:232446-233636
YOR285W	RDL1	chrXV:849635-850054
YOR058C	ASE1	chrXV:433688-436345
YOR270C	VPH1	chrXV:828052-830574
YOL154W	ZPS1	chrXV:34658-35407
YOR115C	TRS33	chrXV:538659-539465
YOL003C	PFA4	chrXV:321858-322994
YOR258W	HNT3	chrXV:811671-812324
tN(GUU)O2	tN(GUU)O2	chrXV:487439-487512
YOL103W	ITR2	chrXV:124001-125830
YOR215C	AIM41	chrXV:746725-747282
YOL095C	HMI1	chrXV:139227-141347
YOL063C	CRT10	chrXV:207392-210265
YOL079W	YOL079W	chrXV:181057-181455
YOR389W	YOR389W	chrXV:1074213-1076087
YOR231W	MKK1	chrXV:772601-774127
YOR021C	SFM1	chrXV:372798-373439
YOR139C	YOR139C	chrXV:586950-587342
YOR120W	GCY1	chrXV:551114-552052
YOL038W	PRE6	chrXV:255337-256101
YOR023C	AHC1	chrXV:376012-377712
YOL124C	TRM11	chrXV:85456-86757
YOR212W	STE4	chrXV:742910-744181
YOL013W-A	YOL013W-A	chrXV:301047-301238
YOL120C	RPL18A	chrXV:93395-94402
YOR181W	LAS17	chrXV:675939-677840
YOR333C	YOR333C	chrXV:944541-944957
YOR335C	ALA1	chrXV:946233-949109
YOL046C	YOL046C	chrXV:243466-244140
YOL029C	YOL029C	chrXV:269815-270420
YOL155W-A	YOL155W-A	chrXV:27084-27218
YOR072W	YOR072W	chrXV:461502-461816
YOL161C	PAU20	chrXV:11549-11911
snR58	snR58	chrXV:136088-136183
YOL122C	SMF1	chrXV:89692-91419
YOR252W	TMA16	chrXV:803667-804203
YOR157C	PUP1	chrXV:630966-631751
YOL107W	YOL107W	chrXV:112102-113130
YOR274W	MOD5	chrXV:837674-838960
YOL013W-B	YOL013W-B	chrXV:300690-300980
YOR343C	YOR343C	chrXV:968148-968474
YOR093C	CMR2	chrXV:497506-502452
YOR381W-A	YOR381W-A	chrXV:1058423-1058590
YOL065C	INP54	chrXV:204731-205885
YOR092W	ECM3	chrXV:495127-496968
YOR207C	RET1	chrXV:730008-733457
YOR365C	YOR365C	chrXV:1023461-1025572
YOL005C	RPB11	chrXV:315813-316175
YOL020W	TAT2	chrXV:286172-287950
YOL053W	AIM39	chrXV:230085-231272
YOL117W	RRI2	chrXV:97551-99488
YOR038C	HIR2	chrXV:402761-405388
YOR303W	CPA1	chrXV:882899-884134
YOR137C	SIA1	chrXV:581813-583681
YOL034W	SMC5	chrXV:259923-263204
YOR052C	YOR052C	chrXV:426772-427224
YOR190W	SPR1	chrXV:690695-692032
YOL039W	RPP2A	chrXV:254297-254617
YOR349W	CIN1	chrXV:989789-992833
YOL090W	MSH2	chrXV:147382-150276
YOR271C	FSF1	chrXV:831059-832042
YOR173W	DCS2	chrXV:657264-658325
YOR106W	VAM3	chrXV:519121-519972
YOR108W	LEU9	chrXV:523027-524841
YOR059C	YOR059C	chrXV:438906-440258
YOL149W	DCP1	chrXV:44938-45633
YOR121C	YOR121C	chrXV:551798-552103
YOL106W	YOL106W	chrXV:113226-113579
snR9	snR9	chrXV:407948-408134
YOR295W	UAF30	chrXV:869208-869894
YOR203W	YOR203W	chrXV:722565-722918
YOR132W	VPS17	chrXV:573175-574830
YOR216C	RUD3	chrXV:747525-748979
YOR099W	KTR1	chrXV:511825-513006
YOR001W	RRP6	chrXV:326832-329033
YOR009W	TIR4	chrXV:344335-345798
YOR204W	DED1	chrXV:722911-724725
YOR209C	NPT1	chrXV:736437-737726
YOR284W	HUA2	chrXV:848478-849209
YOR036W	PEP12	chrXV:400348-401214
YOR154W	SLP1	chrXV:624729-626492
YOR048C	RAT1	chrXV:418630-421650
YOL073C	DSC2	chrXV:193832-194800
YOL152W	FRE7	chrXV:40748-42610
YOL101C	IZH4	chrXV:126982-127920
YOR085W	OST3	chrXV:482033-483085
YOR227W	HER1	chrXV:762825-766565
YOR159C	SME1	chrXV:633282-633566
YOR146W	YOR146W	chrXV:605873-606178
YOR372C	NDD1	chrXV:1034807-1036471
YOR112W	CEX1	chrXV:531508-533793
YOR387C	YOR387C	chrXV:1069621-1070241
YOR229W	WTM2	chrXV:768409-769812
YOR068C	VAM10	chrXV:453869-454213
YOR376W-A	YOR376W-A	chrXV:1045196-1045351
YOL050C	YOL050C	chrXV:237882-238202
YOR342C	YOR342C	chrXV:966666-967625
YOL035C	YOL035C	chrXV:258803-259105
YOR251C	TUM1	chrXV:802550-803464
YOR041C	YOR041C	chrXV:408358-408789
YOR130C	ORT1	chrXV:569929-570807
YOR119C	RIO1	chrXV:548792-550246
YOL166C	YOL166C	chrXV:1000-1338
YOR008C	SLG1	chrXV:341278-342414
YOL011W	PLB3	chrXV:305349-307409
YOR248W	YOR248W	chrXV:798013-798315
YOR202W	HIS3	chrXV:721946-722608
YOR266W	PNT1	chrXV:821023-822294
YOR140W	SFL1	chrXV:586981-589281
YOR004W	UTP23	chrXV:333592-334356
YOR308C	SNU66	chrXV:894624-896387
YOR032C	HMS1	chrXV:389771-391075
YOR311C	DGK1	chrXV:899056-899928
YOL019W	YOL019W	chrXV:288898-290553
YOL138C	RTC1	chrXV:61325-65350
YOL151W	GRE2	chrXV:43694-44722
YOR330C	MIP1	chrXV:939621-943385
YOR379C	YOR379C	chrXV:1050726-1051064
YOR142W	LSC1	chrXV:593057-594046
YOR268C	YOR268C	chrXV:825534-825932
snR81	snR81	chrXV:234346-234546
YOR017W	PET127	chrXV:361412-363814
YOR394W	PAU21	chrXV:1082718-1083212
YOL134C	YOL134C	chrXV:70156-70545
YOR002W	ALG6	chrXV:329417-331051
YOR194C	TOA1	chrXV:711683-712543
YOR298C-A	MBF1	chrXV:877230-877685
YOL069W	NUF2	chrXV:198942-200297
YOR014W	RTS1	chrXV:357674-359947
YOR346W	REV1	chrXV:981828-984785
YOR044W	IRC23	chrXV:413007-413480
YOR275C	RIM20	chrXV:839084-841069
YOR174W	MED4	chrXV:658747-659601
YOR336W	KRE5	chrXV:949773-953870
YOL094C	RFC4	chrXV:141584-142555
YOR122C	PFY1	chrXV:552298-552887
YOR256C	TRE2	chrXV:808254-810683
YOL137W	BSC6	chrXV:65621-67114
YOR350C	MNE1	chrXV:992864-994855
YOR196C	LIP5	chrXV:715593-716837
YOR380W	RDR1	chrXV:1051290-1052930
YOR314W-A	YOR314W-A	chrXV:904458-904568
tA(UGC)O	tA(UGC)O	chrXV:854187-854259
YOL097W-A	YOL097W-A	chrXV:136220-136405
YOR376W	YOR376W	chrXV:1043191-1043559
YOR369C	RPS12	chrXV:1028194-1028625
YOL132W	GAS4	chrXV:71300-72715
YOR296W	YOR296W	chrXV:870202-874071
YOR260W	GCD1	chrXV:813984-815720
YOR373W	NUD1	chrXV:1036834-1039389
YOR163W	DDP1	chrXV:642741-643307
YOR029W	YOR029W	chrXV:384600-384935
YOL042W	NGL1	chrXV:249825-250916
YOR316C	COT1	chrXV:906236-907555
YOR326W	MYO2	chrXV:925721-930445
YOR293C-A	YOR293C-A	chrXV:867998-868147
YOL036W	YOL036W	chrXV:256745-259030
YOR072W-B	YOR072W-B	chrXV:464469-464630
YOR332W	VMA4	chrXV:943656-944357
YOL002C	IZH2	chrXV:323411-324364
YOR193W	PEX27	chrXV:710446-711576
YOR243C	PUS7	chrXV:790211-792241
YOR126C	IAH1	chrXV:559961-560677
YOR070C	GYP1	chrXV:455907-457820
YOR328W	PDR10	chrXV:931803-936497
YOL056W	GPM3	chrXV:223268-224179
YOR098C	NUP1	chrXV:507948-511178
YOL110W	SHR5	chrXV:109176-109889
YOR213C	SAS5	chrXV:744535-745281
YOR253W	NAT5	chrXV:804377-804907
YOR008C-A	YOR008C-A	chrXV:342857-343081
YOL113W	SKM1	chrXV:104326-106293
YOR060C	SLD7	chrXV:440390-441163
YOL076W	MDM20	chrXV:187024-189414
YOR186C-A	YOR186C-A	chrXV:683329-683538
YOR381W	FRE3	chrXV:1055545-1057680
YOR113W	AZF1	chrXV:534075-536819
YOR273C	TPO4	chrXV:834452-836431
tN(GUU)O1	tN(GUU)O1	chrXV:228331-228404
YOR161W-A	YOR161W-A	chrXV:637574-637654
YOL147C	PEX11	chrXV:47933-48643
YOR338W	YOR338W	chrXV:956898-957989
YOR178C	GAC1	chrXV:667860-670241
YOR188W	MSB1	chrXV:685767-689180
YOL159C	CSS3	chrXV:17281-17796
YOR382W	FIT2	chrXV:1059531-1059992
YOL071W	YOL071W	chrXV:196507-196995
YOR363C	PIP2	chrXV:1020222-1023212
YOR069W	VPS5	chrXV:453768-455795
YOR075W	UFE1	chrXV:468212-469252
YOR124C	UBP2	chrXV:554824-558642
YOR008W-B	YOR008W-B	chrXV:343929-344030
snR31	snR31	chrXV:841958-842182
YOL025W	LAG2	chrXV:274957-276939
YOR057W	SGT1	chrXV:432186-433373
YOR265W	RBL2	chrXV:820454-820774
YOL127W	RPL25	chrXV:80348-81190
YOR107W	RGS2	chrXV:521353-522282
YOL142W	RRP40	chrXV:55558-56280
YOR239W	ABP140	chrXV:784857-786744
YOL091W	SPO21	chrXV:145334-147163
YOR317W	FAA1	chrXV:909343-911445
YOR370C	MRS6	chrXV:1029183-1030994
tM(CAU)O1	IMT1	chrXV:710201-710272
YOR211C	MGM1	chrXV:738924-741569
YOR191W	ULS1	chrXV:692475-697334
YOL064C	MET22	chrXV:206103-207176
tT(AGU)O1	tT(AGU)O1	chrXV:113802-113874
YOL049W	GSH2	chrXV:238619-240094
YOL043C	NTG2	chrXV:248392-249534
YOR043W	WHI2	chrXV:410870-412330
YOR331C	YOR331C	chrXV:943565-944122
YOR309C	YOR309C	chrXV:896698-897078
YOR104W	PIN2	chrXV:517642-518490
YOL114C	PTH4	chrXV:103317-103925
YOR300W	YOR300W	chrXV:880575-880883
YOR220W	RCN2	chrXV:755328-756125
YOR378W	AMF1	chrXV:1049511-1051058
YOL059W	GPD2	chrXV:217126-218448
YOR386W	PHR1	chrXV:1066839-1068536
YOL027C	MDM38	chrXV:272003-273724
snR62	snR62	chrXV:409765-409864
snR17a	snR17a	chrXV:780107-780596
YOL155C	HPF1	chrXV:28703-31606
YOR375C	GDH1	chrXV:1041678-1043042
snR35	snR35	chrXV:759326-759529
YOR100C	CRC1	chrXV:513295-514278
YOL026C	MIM1	chrXV:274012-274353
YOL012C	HTZ1	chrXV:303579-303983
YOR026W	BUB3	chrXV:379781-380806
YOR359W	VTS1	chrXV:1011189-1012760
YOR250C	CLP1	chrXV:800970-802307
YOL013C	HRD1	chrXV:301380-303035
YOR272W	YTM1	chrXV:832813-834195
tG(GCC)O2	SUF17	chrXV:282164-282234
YOL164W-A	YOL164W-A	chrXV:4130-4312
YOL082W	ATG19	chrXV:168727-169974
snR36	snR36	chrXV:680685-680866
YOR035C	SHE4	chrXV:397735-400104
YOL016C	CMK2	chrXV:294777-296120
YOR007C	SGT2	chrXV:338938-339978
YOR325W	YOR325W	chrXV:924577-925050
YOL085W-A	YOL085W-A	chrXV:161579-161791
YOL160W	YOL160W	chrXV:14313-14654
YOR361C	PRT1	chrXV:1015361-1017652
YOL158C	ENB1	chrXV:19491-21311
YOR315W	SFG1	chrXV:904760-905800
YOR010C	TIR2	chrXV:346195-346950
YOR384W	FRE5	chrXV:1061564-1063648
YOR234C	RPL33B	chrXV:778555-779405
YOR283W	YOR283W	chrXV:847453-848145
YOR020W-A	YOR020W-A	chrXV:371685-371957
YOL045W	PSK2	chrXV:243497-246802
YOR102W	YOR102W	chrXV:516423-516773
YOL128C	YGK3	chrXV:78352-79479
YOR360C	PDE2	chrXV:1013241-1014821
YOL097C	WRS1	chrXV:136527-137825
YOR164C	GET4	chrXV:643394-644332
YOR175C	ALE1	chrXV:659815-661674
tP(UGG)O1	tP(UGG)O1	chrXV:301097-301198
YOR086C	TCB1	chrXV:483219-486779
YOR242C	SSP2	chrXV:788742-789857
YOR155C	ISN1	chrXV:626628-627980
YOL019W-A	YOL019W-A	chrXV:288420-288572
YOL030W	GAS5	chrXV:268187-269641
YOR323C	PRO2	chrXV:921535-922905
YOL017W	ESC8	chrXV:292529-294673
YOR233W	KIN4	chrXV:775846-778248
YOL037C	YOL037C	chrXV:256666-257019
YOR083W	WHI5	chrXV:479533-480420
YOL010W	RCL1	chrXV:307938-309041
YOR118W	RTC5	chrXV:546857-548560
YOR128C	ADE2	chrXV:564476-566191
YOL125W	TRM13	chrXV:83834-85264
YOL004W	SIN3	chrXV:316938-321548
YOR177C	MPC54	chrXV:665785-667179
YOR166C	SWT1	chrXV:647126-648502
YOR006C	TSR3	chrXV:337680-338621
YOR324C	FRT1	chrXV:923232-925040
YOL024W	YOL024W	chrXV:277086-277604
YOR033C	EXO1	chrXV:392416-394524
YOL033W	MSE1	chrXV:263475-265085
YOL070C	NBA1	chrXV:197220-198725
YOR116C	RPO31	chrXV:539763-544145
YOL067C	RTG1	chrXV:201985-202518
YOR145C	PNO1	chrXV:605347-606171
YOR304C-A	BIL1	chrXV:888520-888750
YOR192C	THI72	chrXV:698768-700567
YOL109W	ZEO1	chrXV:110297-110638
YOR078W	BUD21	chrXV:472725-473369
YOR134W	BAG7	chrXV:578564-579793
YOR131C	YOR131C	chrXV:572182-572838
